id,predicted_answer,true_answer,is_correct,pred_confidence,confidence_gap,probs,paragraph,question,choices,answer,question_plus,confidence_gap_bin,prediction_result
generation-for-nlp-1041,3,1,False,0.63987213,0.4304077,"[0.1264781802892685, 0.209464430809021, 0.639872133731842, 0.024185234680771828]","""기혼 여성의 재산을 보다 효과적으로 보호하기 위한 법률: ""§1. 앞으로 결혼할 여성의 부동산, 결혼 시 그 부동산에서 나오는, 임대료, 토지에서 나오는 수익, 이익은 남편의 단독 처분 대상이 되어서는 아니되며, 남편의 채무에 대한 책임이 없으며, 마치 미혼 여성인 것처럼 단독으로 별도의 재산을 계속 유지해야 한다. ""§2. 현재 결혼한 여성의 부동산 및 동산과 그에서 나오는 임대료, 수익, 이익은 남편에 의한 처분 대상이 될 수 없으나, 종전에 계약한 남편의 빚에 책임을 지는 경우를 제외하고는, 마치 미혼 여성인 것처럼 단독인 별도의 재산이다. ""§3. 기혼 여성은 남편이 아닌 다른 이로부터 부동산 및 동산을 포함해 그에 부속된 이권이나 자산을 상속, 증여, 부여, 고안 또는 유증받아 단독 개별 사용이 가능하며, 전달 및 고안할 수 있으며 부속된 임대료, 이득, 이익은 미혼 여성과 동일한 방식과 효과를 갖는다. 이 재산은 남편이 처분할 수 없으며 남편의 빚에 책임을 지지 않는다."" —기혼 여성 재산법, 뉴욕 주(1848)",다음 중 기혼 여성 재산법의 관점을 가장 지지하는 자들은 누구인가?,"['세네카 폴스 선언 참가자', '""여성의 미덕"" 개념을 옹호하는 남부 지지자', '""가정 숭배"" 가치 체계 지지자', '회중파 목사']",1,,"[0.4, 0.5)",Incorrect
generation-for-nlp-1042,4,3,False,0.5098392,0.2802338,"[0.22960536181926727, 0.03221007436513901, 0.22834539413452148, 0.5098391771316528]","이 지문에 나타난 정보는 무엇인가? 그러는 동안 인디언들은 그들 주위를 조용히 찾아왔고 냉담한 모습을 보인 적도 있지만, 누구든 근처에 접근하면 도망가곤 했다. 한번은 그들이 일하던 곳에서 저녁을 먹으러 나가자 도구를 훔쳐간 적도 있었다. 그런데 3월 16일즈음 그중 한 인디언이 담대하게 다가와 그들에게 서투른 영어로 말을 걸었는데, 잘 이해할 수 있었고 그 사실에 놀랐다. 마침내 그들은 대화를 통해 그 인디언은 이곳 사람이 아니며 일부 잉글랜드 선박이 고기를 잡으러 오는 동부 사람이라는 점을 알게 되었다. 선박 사람들을 통해 인디언은 얼굴이 알려졌고 잉글랜드 사람들의 이름도 잡다하게 알게 되었을 뿐더러 영어도 익혔다. 자기가 살던 동쪽 지방의 사정에 관하여 많은 것을 잉글랜드 사람들에게 알려주어 많은 도움이 되었고, 이는 나중에 이익으로 이어졌다. 여기에 있는 사람들의 이름, 수, 권력, 상황, 그곳으로부터의 거리, 추장이 누구인지에 대해서도 말이다. 그의 이름은 사모세트였다. 그는 또한 잉글랜드에도 다녀왔고 자기보다 영어를 더 잘한다는 이곳 출신 스콴토라는 또 다른 인디언의 이야기를 해 주었다.","다음 중 사모세트, 스콴토와 가장 직접적으로 비견될 인물은?","['테쿰세', '크레이지 호스', '새커거위아', '제로니모']",3,,"[0.2, 0.3)",Incorrect
generation-for-nlp-1045,1,4,False,0.5212753,0.24265718,"[0.5212752819061279, 0.10393698513507843, 0.09616963565349579, 0.27861809730529785]","오늘 밤, 아이들의 미래를 가장 큰 목표로 삼은 한 여성의 딸이 우리 모두를 위한 미래에 대해 미국에서 가장 오래된 정당에게 고합니다. 오늘 밤, 일하는 미국인의 딸은, 모든 미국인에게 우리가 기꺼이 손을 뻗으면 미래는 손에 닿는다는 점을 전합니다. 오늘 밤, 이탈리아 출신 이민자의 딸은 아버지가 사랑하게 된 새로운 땅의 (부)통령 출마자 지명을 받았습니다.… 미국인들은 동일한 규칙에 따라 살고 싶어합니다. 하지만 현 정부 하에서는 너무 많은 국민들에게 규정이 동일하지 않습니다. 개인이 내는 세금 몫은 매년 늘어나고, 대기업이 내는 몫은 점점 줄어들고 있는 것은 옳지 않습니다.… 젊은 부부가 50,000개의 핵탄두가 있는 세계에 아이를 낳을지 의문을 품는 일은 옳지 않습니다. 미국인들이 2세기 넘게 노력해 온 비전이 아닙니다.… 오늘 밤, 우리는 꿈을 되찾습니다. 우리는 다시 모든 미국인을 위한 미국적 삶의 규칙을 만들 겁니다.… 문제는 미국이 여성을 위해 무엇을 할 수 있는지가 아니라 여성이 미국을 위해 무엇을 할 수 있는지입니다.",위의 구절에서 페라로가 표현한 정치사상이 가장 직접적으로 반영하는 것은?,"['1760년대와 1770년대 영국 과세에 반대하는 식민지 사람', '전쟁 전 시대 폐지론자', '1920년대 공화당원', '1930년대 뉴딜러']",4,,"[0.2, 0.3)",Incorrect
generation-for-nlp-1046,3,4,False,0.766527,0.66200274,"[0.10452426224946976, 0.03786347061395645, 0.766526997089386, 0.0910852923989296]","""넓고 무한한 미래는 위대한 미국의 시대가 될 것이다. 많은 나라로 구성된 나라는 거대한 공간과 시간의 영역에서 인류에게 신성한 원칙의 탁월함을 현시하고, 가장 고귀하며 거룩하고 참된 자를 숭배하고자 역대 바쳐진 가장 고귀한 성전을 지상에 세우는 운명을 부여받았다. 그 바닥은 반구가 될 것이다. 그 지붕은 별 가득한 하늘의 창공이 될 것이며, 그 집합은 행복한 수백만으로 구성되고 주인을 부르지 않고 형제애의 법칙이자 '인간 사이의 평화와 선의'의 법인 신의 자연과 도덕적 평등 법칙에 따라 통치하는 많은 공화국의 동맹이 되리라."" 존 L. 오설리번, ""미래의 위대한 국가"", 1839년",1820년에서 1854년 사이 미국으로 가장 많이 이주한 이민자의 출신을 고르시오.,"['프랑스', '러시아', '잉글랜드', '아일랜드']",4,,"[0.6, 0.7)",Incorrect
generation-for-nlp-1047,2,2,True,0.9204952,0.885516,"[0.03497924655675888, 0.9204952120780945, 0.012754447758197784, 0.031771183013916016]","""헌법을 경건한 존경심을 가지고 바라보며 차마 만질 수 없을 만큼 신성한 언약궤처럼 여기는 자들이 있습니다. 이런 사람들은 이전 시대 사람들에게 인간 이상의 지혜가 있었다고 여기며 이들이 한 일이 수정할 수 없는 것이라고 생각합니다… 하지만 저는 법과 제도가 인간 정신의 진보와 보조를 맞추어야 함도 압니다. 인간 정신이 더욱 발전하고, 더욱 계몽되고, 새로운 발견이 이루어지고, 새로운 진실이 밝혀지고, 환경이 변하며 방식과 의견도 변한다면 제도도 발전하여 시대에 보조를 맞춰야 합니다."" 토머스 제퍼슨(Thomas Jefferson), 1816년 미국 헌법 제정에 기여한 요소를 가장 잘 설명한 것은 다음 중 무엇인가?",이 지문에 나타난 정보는 무엇인가?,"['미국혁명 당시 작성된 개별 주의 헌법은 연방정부에 너무 많은 권한을 이양하는 경향이 있었기에 반연방주의자가 개혁을 요구하였다.', '연합규약(Articles of Confederation)의 약점으로 제임스 매디슨은 그 유효성에 의문을 제기하였고 1787년 헌법의회(Constitutional Congress)가 구성되었다.', '무역과 대외관계 어려움으로 연합규약(Articles of Confederation)에서 요구하는 지나치게 제한적인 관세가 폐지되었다.', '위스키 반란에서 워싱턴의 부끄러운 실패로 인해 연방주의자가 연방 권력을 위한 새 틀을 요구하였다.']",2,,"[0.8, 0.9)",Correct
generation-for-nlp-1050,4,4,True,0.84933865,0.77052087,"[0.027146324515342712, 0.04469726234674454, 0.07881778478622437, 0.8493386507034302]","""새 조항과 규정을 제정하여 왕국의 수입을 개선하고 대브리튼과 폐하의 미국 영토 간 항해와 상업을 확장하고 안전을 확보하는 것이 편리합니다. 미국 영토는 평화롭고 순조로이 확장되고 있나이다. 폐하께서 말씀하신 미국 영토에서 세수를 늘리는 것은 폐하의 가장 신실하고 충성스러운 신민인 저희를 방어하고, 보호하고, 안전을 확보하는 데 드는 비용을 조달하기 위해 정당하고 필요한 일이옵니다. 대크리튼의 신민은 의회에 모여 이번 의회 회기에서, 말씀드린 미국의 세수 증대를 위한 일부 규정을 고안하고자 여기 다음 언급된 몇 가지 세율과 관세를 부여하기로 결정했나이다, 폐하."" 1764년 설탕법",다음 중 프렌치 인디언 전쟁 이후 발췌문에 표현된 감정과 같은 그렌빌 총리의 견해를 나타내지 않는 것은?,"['왕이 무역을 통제하고 세수를 늘려야 한다고 느꼈다.', '식민지 주민들이 전쟁으로 발생한 빚을 갚는 데 도움을 주어야 한다고 여겼다.', '의회가 식민지에서 세금을 인상할 권리가 있다고 여겼다.', '""유익한 무시(salutary neglect)""를 확장하여 식민지에 보상을 주고자 했다.']",4,,"[0.7, 0.8)",Correct
generation-for-nlp-1051,1,4,False,0.87628675,0.80362284,"[0.8762867450714111, 0.0032174529042094946, 0.07266387343406677, 0.04783197492361069]","""전체주의 정권의 씨앗은 비참함과 궁핍을 먹고 자라납니다. 가난과 분쟁이라는 악한 땅에 퍼지고 자랍니다. 더 나은 삶에 대한 사람들의 희망이 사라지면 완전히 성장합니다. 우리는 희망이 계속 살아있게 해야 합니다. . . . 사건이 신속히 진행되어 우리에게 큰 책임이 생겼습니다. . . . 저는 의회가 책임에 정면으로 맞설 것이라고 확신합니다."" —해리 S. 트루먼 대통령, 1947년 위 구절은 트루먼 대통령이 의회에 다음을 찬성하며 주장한 것입니다.",이 지문에 나타난 정보는 무엇입니까?,"['제대군인 사회적응지원 법안(G.I. 법안)', '수소폭탄 개발', '매캐런 국가보안법', '그리스와 터키 지원 확대']",4,,"[0.8, 0.9)",Incorrect
generation-for-nlp-1058,2,2,True,0.7347057,0.5618014,"[0.008210573345422745, 0.7347056865692139, 0.17290432751178741, 0.08417945355176926]","""국가적 문제가 엄중한 시기, 국가의 정의 의식으로 탄생한 국민의 양심으로 새로운 정당이 탄생하였습니다. 여기 진보당 소속의 우리는 국민의, 국민에 의한, 국민을 위한, 국민이 기반을 닦은 정부를 유지하고자 우리 아버지들이 부여한 의무를 이행하는 데 헌신합니다. 우리는 토머스 제퍼슨, 에이브러햄 링컨의 유지를 이어받아 국민이 헌법의 주인이며, 헌법의 목적을 달성하고, 그 의도를 곡해하여 불의의 도구로 바꾸는 자로부터 헌법을 수호하고자 합니다. 각 세대의 필요에 따라 국민은 기회균등과 산업의 정의를 확립 및 유지하기 위해 주권을 사용해야 하며, 국민을 지키고자 이 정부가 설립되었고, 국민 없이는 그 어떤 공화국도 존속할 수 없습니다. ""이 나라는 이곳에 사는 사람들의 것입니다. 그 자원, 사업, 기관, 법률은 공익을 최선으로 증진하는 방식으로 활용, 유지 또는 수정되어야 합니다. 공공복지를 우선적으로 마련해야 할 때입니다."" 진보당 플랫폼, 1912 1913년의 언더우드-시몬스 관세가 해당 시대의 진보세력에 의해 일반적인 승인을 받을까?",이 지문에 나타난 정보는 무엇입니까?,"['대부분 시어도어 루즈벨트의 ""스퀘어 딜"" 지지자이기에 그럴 것이다.', '민주당원 대부분은 더 낮은 관세를 옹호했기에 그럴 것이다.', '대부분 시어도어 루즈벨트의 ""신민족주의"" 지지자이기에 아닐 것이다.', '대부분 우드로 윌슨의 반대파이므로 아닐 것이다.']",2,,"[0.5, 0.6)",Correct
generation-for-nlp-1065,1,3,False,0.55000675,0.14599207,"[0.5500067472457886, 0.03410277143120766, 0.4040146768093109, 0.011875727213919163]","그들은 우리에게 이 새로운 소유물의 통치 방법을 묻습니다. 저는 대답하겠습니다. 현지 조건과 사례의 필요성에 따라 정부의 방식이 성장한다고요. 영국이 외국 땅을 통치할 수 있다면 미국도 할 수 있습니다. 독일이 외국 땅을 통치할 수 있다면 미국도 할 수 있습니다. 그들이 보호령을 감독할 수 있다면 미국도 할 수 있습니다. 뉴멕시코나 캘리포니아에 비해 하와이를 관리하는 것이 더 어려운 이유가 무엇입니까? 둘 다 야만인과 외국 인구가 있습니다. 둘 다 우리의 지배하에 들어왔을 때 오늘날 필리핀보다 정부 위치에서 더 멀리 떨어져 있었습니다.
미국의 통치력이 쇠퇴했다고 투표로 말하실 겁니까? 한 세기 동안의 자치 경험이 결과적으로 실패했다고? 미국의 힘과 현실 감각을 믿지 못한다고 투표로 확인하시렵니까? 아니면 우리의 힘이 정부의 피라고, 지배의 심장이라고, 행정의 두뇌이자 천재라고 말하실 겁니까? 우리는 그저 조상들이 했던 일, 다시 말해 우리는 서쪽으로, 남쪽으로 더 멀리 자유의 장막을 칠 뿐임을, 그저 국기의 진군을 계속할 뿐임을 기억하시겠습니까? —앨버트 비버리지(Albert Beveridge) 저 ""국기의 행진"" 인디애나폴리스 1898년 9월 16일",비버리지의 연설 주제와 가장 직접적으로 비견되는 것은 다음 중 무엇인가?,"['먼로 독트린', '봉쇄', '명백한 운명', '국가의 권리에 대한 이데올로기']",3,,"[0.1, 0.2)",Incorrect
generation-for-nlp-1066,2,4,False,0.9318077,0.87440884,"[0.008145364932715893, 0.9318076968193054, 0.057398874312639236, 0.0026480823289602995]","브로드웨이 하우스의 제조 부서에서 일하는 여성의 사례입니다. 이 여성과 같은 100명의 사례를 대표합니다. 여성은 평균 주급 3달러를 받습니다. 1.5달러로 방세를 내고, 아침으로 커피 한 잔을 마시고 점심을 먹을 돈은 없습니다. 하루에 한 끼만 가능합니다. 여성은 젊고 아름답습니다. 여성에게는 “그녀 이전의 세계”가 있습니다. 기적에는 못 미치는 일이 일어나 이 여성이 “준비되지 않은 이른 결혼”을 했다면 이는 도덕주의자들이 빈곤층이 빈곤한 원인으로 꼽는 원인 중 하나에 속할까요? 이러한 노예와 같은 삶에서 벗어날 수만 있다면 대체로 어떤 방법이든 환영받을 것 같습니다. “하루 세 끼를 챙겨먹으니 훨씬 건강해진 기분이 들어요” 소녀 보호소에 있는 소녀의 말입니다. 어린 재봉사 소녀 두 명이 생계를 위해 가사 도우미 일에 지원하러 왔습니다. 이들은 그 동안 하루에 반 정도밖에 식사를 하지 못했으며 굶주림으로 인해 미국에서 태어난 여자아이의 자존심이 허락하지 않았을 곳의 문을 두드렸습니다. 가난이 독립에 대한 대가일지 모르지만 말입니다. – 제이콥 리이스, How the Other Half Lives, 1890년",위 구절에서 젊은 여성들이 직면한 상황과 가장 직접적으로 비교할 수 있는 것은 무엇입니까?,"['1770년대 미국 혁명가', '남북전쟁 전 노예', '1890년대 포퓰리스트 농민', '1930년대 디트로이트 자동차 노동자']",4,,"[0.8, 0.9)",Incorrect
generation-for-nlp-1067,1,1,True,0.923808,0.8542946,"[0.9238079786300659, 0.005772024393081665, 0.000906593631953001, 0.06951340287923813]","연방 유권자의 78% 투표로, 링컨 212표, 매클렐런 21표로 링컨은 은 선거인단 재선에서 압승하였다. 대통령에 대한 55%의 대중 투표는 19세기 세 번째로 큰 득표였으며, 이는 1828년 잭슨의 첫 승리와 1872년 그랜트의 재선에 이어 세 번째로 컸다. 매클렐런은 뉴저지, 델라웨어, 켄터키에서만 우승했다. 공화당원은 원주민 농부, 숙련되고 전문적인 노동자, 뉴잉글랜드 출신, 젊은 유권자, 군인의 지지를 얻었다. 민주당원은 도시, 아일랜드계, 독일계 미국인(가장 인구가 많은 이민자 그룹)에서 가장 강한 지지를 얻었다. 링컨은 북군 육군과 수병으로부터 78%의 표를 얻은 것으로 추정된다. 재선에 필수적인 수치는 아니었으나 몇몇 가까운 주에서는 간신히 승리하였으며 더 중요하게는 큰 상징적 가치가 있었을 것이다. 공화당원은 또한 하원에서 149대 42, 상원에서 42대 10으로 난공불락의 통제권을 유지하며 의회에서도 의석을 얻고, 여러 주 의회를 되찾았다. 뉴저지 주지사(맥클렐런의 고향)만 패했다.",다음 중 위 발췌문이 가장 잘 뒷받침하는 결론은?,"['링컨은 인구가 많은 북부 주에서 더 많은 표를 얻었고, 매클렐런은 인구가 적은 주에서 승리했다.', '링컨은 남북전쟁에서 연방의 성공으로 1864년 선거에서 승리했다.', '노예해방 선언은 남부의 흑인 유권자를 동원하여 1864년 선거에서 링컨에게 투표하게 했다.', '공화당은 링컨을 대신하여 유세를 벌이는 노력을 통해 의회를 장악했다.']",1,,"[0.8, 0.9)",Correct
generation-for-nlp-1068,1,1,True,0.8530465,0.71882814,"[0.8530464768409729, 0.13421833515167236, 0.006374191027134657, 0.006360976956784725]","""다트머스에 거주하는 가난한 흑인과 흑인 혼혈 몇 명의 청원은 다음을 겸손하게 보여준다. ""우리는 주로 아프리카 혈통이어서 오랜 속박과 가혹한 노예 생활로 인해 이웃 백인처럼 노동의 대가나 부모로부터 재산을 상속받는 혜택을 누리지 못했다. 우리 중 일부는 오랫동안 자유를 누리지 못했다. 늦었지만 최근 나라의 변함없는 관습과 관행에 반하여 여론조사와 아주 고된 노동과 근면으로 획득한 작은 재산에 세금을 부과받아 왔고 지금도 받고 있다. 우리는 자신과 가족 모두를 부양하기 위해 함께 모였다. 그렇기에 우리는 그것이 가혹하다고 여기며 (계속된다면) 의심할 바 없이 우리를 빈곤에 빠지게 할 것이며, 그로 인해 그대들이 정의와 권력으로 개입하여 적시에 예방하지 않으면 우리는 다른 사람들에게 짐이 될 것이다. ""더 나아가 그대의 청원인들은 우리가 불만을 품었음을 보여줄 것이다. 우리가 국가의 자유인으로서의 특권을 허용받지 못하고 우리에게 세금을 부과하는 사람들의 선거에 투표권이나 영향력을 갖지 못함에도 불구하고, (잘 알려진 바와 같이) 우리 유색 인종의 다수가 공동의 대의를 지키고자 기꺼이 전쟁터에 뛰어들었고, (우리가 생각하기에) (과세와 관련한) 유사한 권력 행사에 맞서는 것은 너무 잘 알려져 있어 이 자리에서 낭독할 필요가 없을 것이라는 점에서 말이다."" —폴 커프의 청원, 매사추세츠, 1780년",위의 폴 커프의 청인이 가장 잘 설명하는 상황은?,"['미국 혁명의 수사는 사회적 불평등에 대한 인식을 고취시켰고 집단과 개인에게 영감을 주어 보다 큰 정치적 민주주의를 요구하게 되었다.', '스토노 반란과 같은 노예 반란은 북미 전역의 노예 상태의 미국인에게 영감을 주어 유사한 행동에 참여하게 하였다.', '미국혁명 당시 영국군 편에서 싸웠던 아프리카계 미국인들은 영국이 패한 후 아프리카계 미국인이자 애국적 대의의 반역자로서 나약함을 두 배로 느꼈다.', '아프리카계 미국인들은 매사추세츠주 정부 하에서 식민지 시대 영국 법보다 더 나쁜 대우를 받았다.']",1,,"[0.7, 0.8)",Correct
generation-for-nlp-1069,4,4,True,0.69116765,0.45381385,"[0.006679142359644175, 0.06479937583208084, 0.23735381662845612, 0.6911676526069641]","""우리 사안이 급속히 위기에 빠져들고 있다는 귀하의 감정에 동의한다. 무슨 사건이 일어날지는 내 예측 범위를 넘어서는 일이기도 하다. 우리는 오류를 수정해야 한다. 우리는 연합을 결성하는 과정에서 인간 본성이 선하리라 지나치게 짐작한 듯하다. 경험을 통해 우리는 인간이 강압적인 권력 개입 없이는 자기 이익을 위해 최선으로 계산한 조치를 채택하고 실행하지 않는다는 점을 배웠다. 나는 주 정부 권한이 여러 주에 펼쳐진 것과 같은 강력한 방식으로 연방 전체를 지배할 권력이 어딘가 자리잡지 않고는 우리가 하나의 국가로서 오랫동안 존재하리라 생각하지 않는다. . . . ""몇 년 후 얼마나 놀라운 변화가 일어날 수 있을까. 존경스러운 인물조차 공포 없는 군주정 형태를 이야기한다는 말을 들었다. . . . 우리 적들이 스스로의 예측을 검증한 것은 참으로 큰 승리다! 우리는 자치가 불가능하며 평등한 자유를 기반삼아 설립한 시스템은 이상과 오류덩어리에 불과하다는 사실을 발견하다니, 전제주의 옹호자들의 참으로 큰 승리다. . . ."" —조지 워싱턴(George Washington), 존 제이에게 보낸 편지, 1786년 8월 1일","편지 맥락에 비추어 볼 때, 다음 중 ""인간 본성이 선하리라 지나치게 짐작한 듯하다""라는 워싱턴의 문장의 뜻을 가장 잘 설명하는 것은?","['현대 이신론의 영적 믿음은 칼뱅주의의 ""원죄"" 개념을 포기했다는 점에서 잘못된 방향으로 인도되었다.', '미국은 파리조약(1783) 규정을 준수할 것이라는 영국의 선의와 명예를 과대평가했다.', '미 육군은 오하이오 계곡과 오대호 지역의 아메리카 인디언들이 백인 정착민들과 함께 살고자 하는 의지를 잘못 읽었다.', '연합규약(Articles of Confederation) 입안자들은 새 공화국에서 민주주의를 너무 높은 수준으로 허용하는 실수를 저질렀다.']",4,,"[0.4, 0.5)",Correct
generation-for-nlp-1070,3,2,False,0.56810164,0.37754375,"[0.19055789709091187, 0.11097773164510727, 0.5681016445159912, 0.13036277890205383]","오늘 밤, 아이들의 미래를 가장 큰 목표로 삼은 한 여성의 딸이 우리 모두를 위한 미래에 대해 미국에서 가장 오래된 정당에게 고합니다. 오늘 밤, 일하는 미국인의 딸은, 모든 미국인에게 우리가 기꺼이 손을 뻗으면 미래는 손에 닿는다는 점을 전합니다. 오늘 밤, 이탈리아 출신 이민자의 딸은 아버지가 사랑하게 된 새로운 땅의 (부)통령 출마자 지명을 받았습니다.… 미국인들은 동일한 규칙에 따라 살고 싶어합니다. 하지만 현 정부 하에서는 너무 많은 국민들에게 규정이 동일하지 않습니다. 개인이 내는 세금 몫은 매년 늘어나고, 대기업이 내는 몫은 점점 줄어들고 있는 것은 옳지 않습니다.… 젊은 부부가 50,000개의 핵탄두가 있는 세계에 아이를 낳을지 의문을 품는 일은 옳지 않습니다. 미국인들이 2세기 넘게 노력해 온 비전이 아닙니다.… 오늘 밤, 우리는 꿈을 되찾습니다. 우리는 다시 모든 미국인을 위한 미국적 삶의 규칙을 만들 겁니다.… 문제는 미국이 여성을 위해 무엇을 할 수 있는지가 아니라 여성이 미국을 위해 무엇을 할 수 있는지입니다.",제랄딘 페라로와 가장 직접적으로 비견되는 여성은?,"['애비게일 애덤스', '산드라 데이 오코너', '제인 애덤스', '로사 파크스']",2,,"[0.3, 0.4)",Incorrect
generation-for-nlp-1071,3,1,False,0.70904213,0.51500404,"[0.06881489604711533, 0.0281048696488142, 0.7090421319007874, 0.19403812289237976]","명백히 독재자 하나가 더는 침략에 맞서는 유엔 공동행동을 방해할 목적으로 동서 대결에 의존할 수는 없게 되었습니다. 새로운 국가 파트너십이 시작되었습니다. 그리고 오늘 우리는 독특하고 특별한 순간을 맞이합니다. 페르시아만의 위기는 아주 심각하지만 역사상 협력의 시기를 향해 나아갈 수 있는 흔치 않은 기회이기도 합니다. 이 어려운 시기 우리의 다섯 번째 목표인 신세계 질서가 나타날 수 있습니다. 테러 위협에서 더욱 자유롭고, 더욱 강한 힘으로 정의를 추구하며, 더욱 안전하게 평화를 추구할 새로운 시대입니다. 동서남북을 막론하고 세계 각국이 번영하고 화합하며 살아갈 수 있는 시대입니다. —조지 허버트 워커 부시 대통령, 의회 합동회의 연설, 1990년 9월 11일",부시 대통령은 다음 중 무엇에 대응하였습니까?,"['이라크 독재자 사담 후세인의 쿠웨이트 정복', '베를린 장벽의 붕괴', '알카에다의 테러 공격', '유고슬라비아 해체와 보스니아 전쟁 발발']",1,,"[0.5, 0.6)",Incorrect
generation-for-nlp-1072,2,2,True,0.6658017,0.42998952,"[0.03408697992563248, 0.6658017039299011, 0.23581218719482422, 0.06429910659790039]","""링컨은 노예제를 강력하게 반대했으나 노예제 폐지론자나 급진 공화당원도 아니었고 자신이 그렇다고 주장한 적도 없다. 링컨은 ‘어디에 있건 모든 사람은 자유로울 수 있다’는 개인적 소망을 자주 언급했으나 남부의 노예 재산권을 인정한 헌법 및 법률 체제에서 자신의 입법자, 의원이자 대통령으로서의 공식적인 의무와 소망의 구분을 명확히 했습니다. 노예해방 선언문을 발표한 후에도 점진적 폐지를 선호한다는 입장을 계속 밝혔다. 그의 인종적 견해는 남북전쟁 중 바뀌었으나 결코 프레더릭 더글러스나 웬델 필립스 같은 노예폐지론자, 찰스 섬너 같은 급진적 공화당원처럼 원칙을 지키는 평등주의자였던 적이 없다. —에릭 포너, 불타는 재판, 2010년",노예해방 선언문을 가장 잘 설명한 것은 다음 중 무엇입니까?,"['남북전쟁 종전 후 미국 국경 내에 거주하는 모든 노예의 자유를 보장했다.', '선언 당시 미국에 대항하여 반란을 일으킨 주와 일부 주의 노예만을 해방하였다.', '남부 주가 개별적으로 미국 정부와 평화조약 체결에 동의하는 조건으로 노예의 자유를 선언했다.', '이는 연방군과 남부군 모두가 전투에 노예를 사용하는 것을 금지했다.']",2,,"[0.4, 0.5)",Correct
generation-for-nlp-1073,2,3,False,0.7237329,0.45133057,"[0.0013159995432943106, 0.7237328886985779, 0.2724023163318634, 0.0025488627143204212]","여러분께 바라건대 우리 자신을 속이지 말맙시다. 우리는 다가올 태풍에 대비해 할 수 있는 모든 일을 했습니다. 청원했고, 항의했고, 간청했습니다. 왕좌에 엎드려도 보았고 내각과 의회의 폭정을 멈추기 위해 왕의 개입을 바랐습니다. 우리의 청원은 무시당했고 우리의 항의는 더 많은 폭력과 모욕을 낳았습니다. 우리의 간청은 버림받았고 우리는 왕좌의 발치에서 경멸당하며 쫓겨났습니다. 이런 일이 있은 후 우리는 절망에 빠져 평화와 화해에 대한 실낱같은 희망을 좇았습니다. 이제 희망조차 남지 않았습니다…이 문제를 언급하는 것 조차 헛된 일입니다. 신사들은 평화를 부르짖지만, 평화는 없습니다. 전쟁은 이미 일어났습니다! 북쪽에서 불어올 다음 찬바람이 우리의 귓구멍에 포성을 불러올 것입니다! 이미 우리 형제들이 전장에 나가 있습니다! 왜 이러고들 서 있는 겁니까? 그들이 바라는 것은 무엇입니까? 이들이 가진 것은 무엇입니까? 생명이 그리 소중하고 평화가 달콤하다면 사슬과 노예의 삶과 맞바꿀 수 있는 것입니까? 전능한 신이시여, 모두 막아주소서! 다른 사람들의 선택은 모르겠으나 저에게 물으신다면 자유 아니면 죽음을 주십시오! – 패트릭 헨리, 1775년 3월 23일",이 구절에서 헨리가 표현한 미국인의 지속적인 우려는 다음 중 무엇인가?,"['외국에 얽힌 동맹이 없음', '상비군의 위험성', '자치', '정교분리']",3,,"[0.4, 0.5)",Incorrect
generation-for-nlp-1080,4,4,True,0.8497848,0.77597636,"[0.07380843907594681, 0.0603964664041996, 0.016010308638215065, 0.849784791469574]","""다트머스에 거주하는 가난한 흑인과 흑인 혼혈 몇 명의 청원은 다음을 겸손하게 보여준다. ""우리는 주로 아프리카 혈통이어서 오랜 속박과 가혹한 노예 생활로 인해 이웃 백인처럼 노동의 대가나 부모로부터 재산을 상속받는 혜택을 누리지 못했다. 우리 중 일부는 오랫동안 자유를 누리지 못했다. 늦었지만 최근 나라의 변함없는 관습과 관행에 반하여 여론조사와 아주 고된 노동과 근면으로 획득한 작은 재산에 세금을 부과받아 왔고 지금도 받고 있다. 우리는 자신과 가족 모두를 부양하기 위해 함께 모였다. 그렇기에 우리는 그것이 가혹하다고 여기며 (계속된다면) 의심할 바 없이 우리를 빈곤에 빠지게 할 것이며, 그로 인해 그대들이 정의와 권력으로 개입하여 적시에 예방하지 않으면 우리는 다른 사람들에게 짐이 될 것이다. ""더 나아가 그대의 청원인들은 우리가 불만을 품었음을 보여줄 것이다. 우리가 국가의 자유인으로서의 특권을 허용받지 못하고 우리에게 세금을 부과하는 사람들의 선거에 투표권이나 영향력을 갖지 못함에도 불구하고, (잘 알려진 바와 같이) 우리 유색 인종의 다수가 공동의 대의를 지키고자 기꺼이 전쟁터에 뛰어들었고, (우리가 생각하기에) (과세와 관련한) 유사한 권력 행사에 맞서는 것은 너무 잘 알려져 있어 이 자리에서 낭독할 필요가 없을 것이라는 점에서 말이다."" —폴 커프의 청원, 매사추세츠, 1780년",위에서 발췌한 폴 커프 청원의 주요 목적은 무엇인가?,"['노예제는 매사추세츠 헌법과 양립할 수 없으니 청원자를 노예제에서 해방시켜 줄 것을 요청한다.', '매사추세츠주 의회는 노예 생활에 대한 보상으로 청원자에게 보상을 제공하라.', '청원자는 미국혁명 동안 대륙군에 복무한 대가로 충성파로부터 몰수한 토지를 받아야 한다.', '매사추세츠주 의회는 청원인에게 투표권을 부여하거나 세금 납부를 면제해야 한다.']",4,,"[0.7, 0.8)",Correct
